"plant_id","name","us_state","pattern","type","color_flower","color_foliage","texture_foliage","color_fruit","shape"
"23361","PHAUA3","Phlox austromontana ssp. austromontana","USA (AZ, CA, CO, ID, NM, NV, OR, UT)","Dicot","Subshrub, Forb/herb","","","","",""
"23362","PHAUD","Phlox austromontana ssp. densa","USA (AZ, CO, ID, NM, NV, OR, UT)","Dicot","Subshrub, Forb/herb","","","","",""
"23363","PHAUP","Phlox austromontana ssp. prostrata","USA (AZ, CA, NV, UT)","Dicot","Subshrub, Forb/herb","","","","",""
"23364","PHBI3","Phlox bifida","USA (AR, IA, IL, IN, KS, KY, MI, MO, TN, WI)","Dicot","Subshrub","","","","",""
"23365","PHBIB","Phlox bifida ssp. bifida","USA (AR, IA, IL, IN, KS, KY, MI, MO, TN, WI)","Dicot","Subshrub","","","","",""
"23366","PHBIS","Phlox bifida ssp. stellaria","USA (AR, IL, IN, KY, MO, TN)","Dicot","Subshrub","","","","",""
"23367","PHBU","Phlox buckleyi","USA (VA, WV)","Dicot","Forb/herb","","","","",""
"23368","PHCA7","Phlox caespitosa","USA (CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)","Dicot","Subshrub, Forb/herb","","","","",""
"23369","PHCA19","Phlox carolina","USA (AL, AR, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, OK, SC, TN, TX, VA)","Dicot","Forb/herb","","","","",""
"23370","PHCAA","Phlox carolina ssp. alta","USA (GA, NC, SC, TN)","Dicot","Forb/herb","","","","",""
"23371","PHCAA2","Phlox carolina ssp. angusta","USA (AL, AR, FL, GA, IL, IN, KY, LA, MO, MS, NC, OK, SC, TN, TX)","Dicot","Forb/herb","","","","",""
"23372","PHCAC3","Phlox carolina ssp. carolina","USA (AL, AR, FL, GA, KY, MD, MO, MS, NC, SC, TN, VA)","Dicot","Forb/herb","","","","",""
"23373","PHCAT","Phlox carolina ssp. turritella","USA (AL, FL, GA, LA, MS, SC)","Dicot","Forb/herb","","","","",""
"23374","PHCA14","Phlox caryophylla","USA (CO, NM)","Dicot","Subshrub","","","","",""
"23375","PHCL","Phlox cluteana","USA (AZ, NM, UT)","Dicot","Forb/herb","","","","",""
"23376","PHCO10","Phlox colubrina","USA (ID, OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"23377","PHCO11","Phlox condensata","USA (CA, CO, NM, NV)","Dicot","Forb/herb","","","","",""
"23378","PHCO12","Phlox covillei","USA (CA, NV)","Dicot","Forb/herb","","","","",""
"23379","PHCU2","Phlox cuspidata","USA (LA, OK, TX)","Dicot","Forb/herb","","","","",""
"23380","PHDI3","Phlox diffusa","USA (AZ, CA, CO, ID, MT, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC)","Dicot","Subshrub, Forb/herb","Purple","Green","Coarse","Brown","Decumbent"
"23381","PHDID2","Phlox diffusa ssp. diffusa","USA (CA, NV, OR)","Dicot","Subshrub, Forb/herb","","","","",""
"23382","PHDIL5","Phlox diffusa ssp. longistylis","USA (ID, MT, NV, OR, WA), CAN (AB, BC)","Dicot","Subshrub, Forb/herb","","","","",""
"23383","PHDIS2","Phlox diffusa ssp. scleranthifolia","USA (ID, MT, NE, NV, OR, SD, UT, WA, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"23384","PHDIS","Phlox diffusa ssp. subcarinata","USA (AZ, CA, CO, ID, NM, NV, OR, UT, WA, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"23385","PHDI4","Phlox dispersa","USA (CA)","Dicot","Forb/herb","","","","",""
"23386","PHDI5","Phlox divaricata","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NJ, NM, NY, OH, OK, PA, SC, SD, TN, TX, VA, VT, WI, WV), CAN (ON, QC)","Dicot","Forb/herb","Purple","Green","Medium","Brown","Erect"
"23387","PHDID3","Phlox divaricata ssp. divaricata","USA (AL, AR, CT, DC, DE, GA, IL, IN, KY, MD, MI, NC, NJ, NM, NY, OH, PA, SC, TN, VA, VT, WV), CAN (ON, QC)","Dicot","Forb/herb","","","","",""
"23388","PHDIL6","Phlox divaricata ssp. laphamii","USA (AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MD, MN, MO, MS, NC, NE, OK, PA, SD, TN, TX, VA, WI, WV)","Dicot","Forb/herb","","","","",""
"23389","PHDO2","Phlox dolichantha","USA (CA)","Dicot","Subshrub, Forb/herb","","","","",""
"23390","PHDR","Phlox drummondii","USA (AL, AR, CT, FL, GA, LA, MD, MI, MN, MO, MS, NC, OK, SC, TN, TX, VA, VT), CAN (NB, ON)","Dicot","Forb/herb","","","","",""
"23391","PHDRD","Phlox drummondii ssp. drummondii","USA (AL, AR, CT, FL, GA, LA, MD, MI, MN, MO, MS, NC, OK, SC, TN, TX, VA, VT), CAN (NB, ON)","Dicot","Forb/herb","","","","",""
"23392","PHDRJ","Phlox drummondii ssp. johnstonii","USA (TX)","Dicot","Forb/herb","","","","",""
"23393","PHDRM2","Phlox drummondii ssp. mcallisteri","USA (OK, TX)","Dicot","Forb/herb","","","","",""
"23394","PHDRT","Phlox drummondii ssp. tharpii","USA (TX)","Dicot","Forb/herb","","","","",""
"23395","PHDRW","Phlox drummondii ssp. wilcoxiana","USA (TX)","Dicot","Forb/herb","","","","",""
"23396","PHFL5","Phlox floridana","USA (AL, FL, GA)","Dicot","Forb/herb","","","","",""
"23397","PHGL4","Phlox glaberrima","USA (AL, AR, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, OH, OK, SC, TN, VA, WI, WV)","Dicot","Forb/herb","Red","Green","Medium","Brown","Erect"
"23398","PHGLG2","Phlox glaberrima ssp. glaberrima","USA (GA, KY, NC, SC, TN, VA)","Dicot","Forb/herb","","","","",""
"23399","PHGLI","Phlox glaberrima ssp. interior","USA (AL, AR, GA, IL, IN, KY, LA, MO, MS, OK, TN, WI)","Dicot","Forb/herb","","","","",""
"23400","PHGLT","Phlox glaberrima ssp. triflora","USA (AL, FL, GA, IN, KY, MD, NC, OH, SC, TN, VA, WV)","Dicot","Forb/herb","","","","",""
"23401","PHGL5","Phlox glabriflora","USA (TX)","Dicot","Forb/herb","","","","",""
"23402","PHGLG3","Phlox glabriflora ssp. glabriflora","USA (TX)","Dicot","Forb/herb","","","","",""
"23403","PHGLL","Phlox glabriflora ssp. littoralis","USA (TX)","Dicot","Forb/herb","","","","",""
"23404","PHGL10","Phlox gladiformis","USA (NV, UT)","Dicot","Forb/herb","","","","",""
"23405","PHGL11","Phlox ×glutinosa","USA (AR)","Dicot","Forb/herb","","","","",""
"23406","PHGR10","Phlox griseola","USA (AZ, NV, UT)","Dicot","Forb/herb","","","","",""
"23407","PHGRG2","Phlox griseola ssp. griseola","USA (AZ, NV, UT)","Dicot","Forb/herb","","","","",""
"23408","PHGRT","Phlox griseola ssp. tumulosa","USA (NV, UT)","Dicot","Forb/herb","","","","",""
"23409","PHHE9","Phlox hendersonii","USA (OR, WA)","Dicot","Forb/herb","","","","",""
"23410","PHHI7","Phlox hirsuta","USA (CA)","Dicot","Subshrub","","","","",""
"23411","PHHO","Phlox hoodii","USA (AK, AZ, CA, CO, ID, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY), CAN (AB, BC, MB, SK, YT)","Dicot","Forb/herb","","","","",""
"23412","PHHOC","Phlox hoodii ssp. canescens","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)","Dicot","Forb/herb","","","","",""
"23413","PHHOG","Phlox hoodii ssp. glabrata","USA (CO, ID, MT, ND, NE, SD, WY)","Dicot","Forb/herb","","","","",""
"23414","PHHOH","Phlox hoodii ssp. hoodii","USA (AK, AZ, CO, ID, MT, ND, NE, OR, SD, UT, WY), CAN (AB, MB, SK, YT)","Dicot","Forb/herb","","","","",""
"23415","PHHOL","Phlox hoodii ssp. lanata","USA (AZ, CA, ID, NV, OR, UT, WA)","Dicot","Forb/herb","","","","",""
"23416","PHHOM","Phlox hoodii ssp. muscoides","USA (CA, CO, ID, MT, ND, NE, NV, OR, SD, UT, WY)","Dicot","Forb/herb","","","","",""
"23417","PHHOV","Phlox hoodii ssp. viscidula","USA (ID, MT, OR, WA, WY), CAN (AB, BC)","Dicot","Forb/herb","","","","",""
"23418","PHID2","Phlox idahonis","USA (ID)","Dicot","Forb/herb","","","","",""
"23419","PHJO","Phlox jonesii","USA (UT)","Dicot","Forb/herb","","","","",""
"23420","PHKE","Phlox kelseyi","USA (CO, ID, MT, NV, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"23421","PHKEG","Phlox kelseyi ssp. glandulosa","USA (ID)","Dicot","Subshrub, Forb/herb","","","","",""
"23422","PHKEK","Phlox kelseyi ssp. kelseyi","USA (ID, MT, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"23423","PHKES","Phlox kelseyi ssp. salina","USA (CO, ID, NV)","Dicot","Subshrub, Forb/herb","","","","",""
"23424","PHLA13","Phlox latifolia","USA (AL, GA, IN, KY, MA, MD, NC, OH, PA, SC, TN, VA, WV)","Dicot","Forb/herb","","","","",""
"23425","PHLO2","Phlox longifolia","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)","Dicot","Subshrub, Forb/herb","Purple","Green","Coarse","Brown","Semi-Erect"
"23426","PHLOB","Phlox longifolia ssp. brevifolia","USA (AZ, CA, NM, NV, UT)","Dicot","Subshrub, Forb/herb","","","","",""
"23427","PHLOL2","Phlox longifolia ssp. longifolia","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY), CAN (BC)","Dicot","Subshrub, Forb/herb","","","","",""
"23428","PHLO5","Phlox longipilosa","USA (OK)","Dicot","Forb/herb","","","","",""
"23429","PHMA4","Phlox maculata","USA (AL, CT, DC, DE, GA, IA, IL, IN, KY, MD, ME, MI, MN, MO, MS, NC, NJ, NY, OH, PA, SC, TN, VA, VT, WV), CAN (NS, ON, QC)","Dicot","Forb/herb","","","","",""
"23430","PHMAM","Phlox maculata ssp. maculata","USA (AL, CT, DC, DE, GA, IA, IL, IN, KY, MD, ME, MI, MN, MS, NC, NJ, NY, OH, PA, SC, TN, VA, VT, WV), CAN (NS, ON, QC)","Dicot","Forb/herb","Red","Green","Medium","Brown","Erect"
"23431","PHMAP3","Phlox maculata ssp. pyramidalis","USA (AL, GA, IL, IN, KY, MD, MO, MS, NC, OH, PA, SC, TN, VA, WV)","Dicot","Forb/herb","","","","",""
"23432","PHME2","Phlox mesoleuca","USA (NM, TX)","Dicot","Forb/herb","","","","",""
"23433","PHMI13","Phlox missoulensis","USA (MT)","Dicot","Forb/herb","","","","",""
"23434","PHMO6","Phlox mollis","USA (ID, OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"23435","PHMU3","Phlox multiflora","USA (CO, ID, MT, NM, NV, OR, UT, WY)","Dicot","Forb/herb","","","","",""
"23436","PHMUD","Phlox multiflora ssp. depressa","USA (CO, ID, MT, NM, NV, OR, UT, WY)","Dicot","Forb/herb","","","","",""
"23437","PHMUM","Phlox multiflora ssp. multiflora","USA (CO, ID, MT, WY)","Dicot","Forb/herb","","","","",""
"23438","PHMUP","Phlox multiflora ssp. patula","USA (CO, MT, WY)","Dicot","Forb/herb","","","","",""
"23439","PHNA2","Phlox nana","USA (NM, TX)","Dicot","Forb/herb","","","","",""
"23440","PHNI","Phlox nivalis","USA (AL, FL, GA, MI, NC, SC, TX, UT, VA)","Dicot","Subshrub, Forb/herb","","","","",""
"23441","PHNIH","Phlox nivalis ssp. hentzii","USA (AL, FL, GA, NC, SC, VA)","Dicot","Subshrub, Forb/herb","","","","",""
"23442","PHNIN","Phlox nivalis ssp. nivalis","USA (AL, FL, GA, MI, NC, SC, UT)","Dicot","Subshrub, Forb/herb","","","","",""
"23443","PHNIT","Phlox nivalis ssp. texensis","USA (TX)","Dicot","Subshrub, Forb/herb","","","","",""
"23444","PHOK","Phlox oklahomensis","USA (AR, KS, OK, TX)","Dicot","Subshrub, Forb/herb","","","","",""
"23445","PHOP2","Phlox opalensis","USA (UT, WY)","Dicot","Forb/herb","","","","",""
"23446","PHPA9","Phlox paniculata","USA (AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, UT, VA, VT, WA, WI, WV), CAN (NB, NF, NS, ON, QC)","Dicot","Forb/herb","","","","",""
"23447","PHPE10","Phlox peckii","USA (OR)","Dicot","Subshrub","","","","",""
"23448","PHPI","Phlox pilosa","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, ND, NE, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV), CAN (MB, ON)","Dicot","Forb/herb","","","","",""
"23449","PHPID2","Phlox pilosa ssp. deamii","USA (IN, KY, TN)","Dicot","Forb/herb","","","","",""
"23450","PHPID","Phlox pilosa ssp. detonsa","USA (AL, FL, GA, KY, LA, MS, TN, TX)","Dicot","Forb/herb","","","","",""
"23451","PHPIF2","Phlox pilosa ssp. fulgida","USA (AR, IA, IL, IN, KS, LA, MN, MO, ND, NE, OK, SD, WI), CAN (MB)","Dicot","Forb/herb","","","","",""
"23452","PHPIL","Phlox pilosa ssp. latisepala","USA (TX)","Dicot","Forb/herb","","","","",""
"23453","PHPIO2","Phlox pilosa ssp. ozarkana","USA (AR, KS, LA, MO, OK, TN)","Dicot","Forb/herb","","","","",""
"23454","PHPIP2","Phlox pilosa ssp. pilosa","USA (AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV), CAN (ON)","Dicot","Forb/herb","","","","",""
"23455","PHPIP","Phlox pilosa ssp. pulcherrima","USA (AR, LA, MO, MS, TX)","Dicot","Forb/herb","","","","",""
"23456","PHPIR","Phlox pilosa ssp. riparia","USA (OK, TX)","Dicot","Forb/herb","","","","",""
"23457","PHPIS","Phlox pilosa ssp. sangamonensis","USA (IL)","Dicot","Forb/herb","","","","",""
"23458","PHPR10","Phlox ×procumbens","USA (ME)","Dicot","Forb/herb","","","","",""
"23459","PHPU16","Phlox pulchra","USA (AL)","Dicot","Forb/herb","","","","",""
"23460","PHPU5","Phlox pulvinata","USA (CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Dicot","Forb/herb","","","","",""
"23461","PHPU12","Phlox pungens","USA (WY)","Dicot","Subshrub, Forb/herb","","","","",""
"23462","PHRI4","Phlox richardsonii","USA (AK), CAN (NT, NU, YT)","Dicot","Forb/herb","","","","",""
"23463","PHRIA","Phlox richardsonii ssp. alaskensis","USA (AK), CAN (NT, YT)","Dicot","Forb/herb","","","","",""
"23464","PHRIR","Phlox richardsonii ssp. richardsonii","USA (AK), CAN (NT, NU, YT)","Dicot","Forb/herb","","","","",""
"23465","PHRI5","Phlox rigida","USA (CA, ID, MT, NV, OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"23466","PHRO3","Phlox roemeriana","USA (TX)","Dicot","Forb/herb","","","","",""
"23467","PHRU3","Phlox ×rugelii","USA (TN)","Dicot","Forb/herb","","","","",""
"23468","PHSI","Phlox sibirica","USA (AK)","Dicot","Subshrub, Forb/herb","","","","",""
"23469","PHSIB","Phlox sibirica ssp. borealis","USA (AK)","Dicot","Subshrub, Forb/herb","","","","",""
"23470","PHSP","Phlox speciosa","USA (AZ, CA, ID, MT, NM, NV, OR, WA), CAN (BC)","Dicot","Subshrub, Forb/herb","","","","",""
"23471","PHSPL","Phlox speciosa ssp. lanceolata","USA (OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"23472","PHSPL2","Phlox speciosa ssp. lignosa","USA (OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"23473","PHSPN2","Phlox speciosa ssp. nitida","USA (CA, OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"23474","PHSPO","Phlox speciosa ssp. occidentalis","USA (CA, ID, MT, NV, OR, WA), CAN (BC)","Dicot","Subshrub, Forb/herb","","","","",""
"23475","PHSPS","Phlox speciosa ssp. speciosa","USA (ID, OR, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"23476","PHSPW","Phlox speciosa ssp. woodhousei","USA (AZ, NM)","Dicot","Subshrub, Forb/herb","","","","",""
"23477","PHST11","Phlox stansburyi","USA (AZ, CA, NM, NV, TX, UT)","Dicot","Subshrub","","","","",""
"23478","PHSTS3","Phlox stansburyi ssp. stansburyi","USA (AZ, CA, NM, NV, TX, UT)","Dicot","Subshrub","","","","",""
"23479","PHSTS4","Phlox stansburyi ssp. superba","USA (CA, NV, UT)","Dicot","Subshrub","","","","",""
"23480","PHST3","Phlox stolonifera","USA (AL, GA, KY, MD, ME, NC, NY, OH, PA, SC, TN, VA, VT, WV), CAN (QC)","Dicot","Forb/herb","","","","",""
"23481","PHSU3","Phlox subulata","USA (AL, AR, CT, DE, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MS, NC, NH, NJ, NY, OH, PA, RI, TN, UT, VA, VT, WI, WV), CAN (MB, NB, NS, ON, QC)","Dicot","Subshrub, Forb/herb","Purple","Green","Fine","","Prostrate"
"23482","PHSUA2","Phlox subulata ssp. australis","USA (AL, KY, NC, TN, VA)","Dicot","Subshrub, Forb/herb","","","","",""
"23483","PHSUB2","Phlox subulata ssp. brittonii","USA (MD, OH, PA, VA, WV), CAN (ON)","Dicot","Subshrub, Forb/herb","","","","",""
"23484","PHSUS2","Phlox subulata ssp. subulata","USA (AR, CT, DE, GA, IA, IL, IN, LA, MA, MD, ME, MI, MN, MS, NC, NH, NJ, NY, OH, PA, RI, UT, VA, VT, WI, WV), CAN (MB, NB, NS, ON, QC)","Dicot","Subshrub, Forb/herb","","","","",""
"23485","PHTE6","Phlox tenuifolia","USA (AZ)","Dicot","Subshrub, Forb/herb","","","","",""
"23486","PHTR","Phlox triovulata","USA (AZ, NM, TX)","Dicot","Forb/herb","","","","",""
"23487","PHVA3","Phlox variabilis","USA (CO, ID, MT, NM, UT, WY)","Dicot","Forb/herb","","","","",""
"23488","PHVAN","Phlox variabilis ssp. nudata","USA (MT)","Dicot","Forb/herb","","","","",""
"23489","PHVAV","Phlox variabilis ssp. variabilis","USA (CO, ID, MT, NM, UT, WY)","Dicot","Forb/herb","","","","",""
"23490","PHVE2","Phlox vermejoensis","USA (NM)","Dicot","Forb/herb","","","","",""
"23491","PHVI10","Phlox viridis","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)","Dicot","Subshrub","","","","",""
"23492","PHVIC3","Phlox viridis ssp. compacta","USA (AZ, CA, ID, MT, NM, NV, OR, UT, WA, WY)","Dicot","Subshrub","","","","",""
"23493","PHVIL2","Phlox viridis ssp. longipes","USA (AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA)","Dicot","Subshrub","","","","",""
"23494","PHVIV2","Phlox viridis ssp. viridis","USA (ID, NV, OR, WA)","Dicot","Subshrub","","","","",""
"23495","PHVI3","Phlox viscida","USA (AZ, ID, NM, NV, OR, UT, WA)","Dicot","Subshrub, Forb/herb","","","","",""
"23496","PHOEB2","Phoebanthus","USA (AL, FL)","Dicot","","","","","",""
"23497","PHGR12","Phoebanthus grandiflorus","USA (FL)","Dicot","Forb/herb","","","","",""
"23498","PHTE7","Phoebanthus tenuifolius","USA (AL, FL)","Dicot","Forb/herb","","","","",""
"23499","PHOEN","Phoenicaulis","USA (CA, ID, NV, OR, WA)","Dicot","","","","","",""
"23500","PHCH","Phoenicaulis cheiranthoides","USA (CA, ID, NV, OR, WA)","Dicot","Forb/herb","","","","",""
"23501","PHOEN2","Phoenix","USA (, AZ, CA, FL, HI)","Monocot","","","","","",""
"23502","PHCA13","Phoenix canariensis","USA (, CA, FL)","Monocot","Tree","","","","",""
"23503","PHDA4","Phoenix dactylifera","USA (AZ, CA, HI)","Monocot","Tree, Shrub","","","","",""
"23504","PHRE","Phoenix reclinata","USA (FL)","Monocot","Tree","","","","",""
"23505","PHOLI","Pholisma","USA (AZ, CA)","Dicot","","","","","",""
"23506","PHAR5","Pholisma arenarium","USA (AZ, CA)","Dicot","Forb/herb","","","","",""
"23507","PHSO","Pholisma sonorae","USA (AZ, CA)","Dicot","Forb/herb","","","","",""
"23508","PHOLI2","Pholistoma","USA (AZ, CA, NV, OR)","Dicot","","","","","",""
"23509","PHAU4","Pholistoma auritum","USA (AZ, CA, NV)","Dicot","Vine, Forb/herb","","","","",""
"23510","PHAUA","Pholistoma auritum var. arizonicum","USA (AZ, CA, NV)","Dicot","Vine, Forb/herb","","","","",""
"23511","PHAUA2","Pholistoma auritum var. auritum","USA (AZ, CA)","Dicot","Vine, Forb/herb","","","","",""
"23512","PHME3","Pholistoma membranaceum","USA (AZ, CA, NV, OR)","Dicot","Forb/herb","","","","",""
"23513","PHRA5","Pholistoma racemosum","USA (CA)","Dicot","Forb/herb","","","","",""
"23514","PHORA","Phoradendron","USA (AL, AR, AZ, CA, CO, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NM, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WV), USA+ (PR, VI)","Dicot","","","","","",""
"23515","PHBO3","Phoradendron bolleanum","USA (NM)","Dicot","Subshrub, Shrub","","","","",""
"23516","PHCA8","Phoradendron californicum","USA (AZ, CA, NM, NV, UT)","Dicot","Subshrub, Shrub","","","","",""
"23517","PHCA12","Phoradendron capitellatum","USA (AZ, NM, TX)","Dicot","Subshrub, Shrub","","","","",""
"23518","PHCO14","Phoradendron coryae","USA (AZ, NM, TX)","Dicot","Subshrub, Shrub","","","","",""
"23519","PHDE14","Phoradendron densum","USA (AZ, CA, NM, OR, TX)","Dicot","Shrub, Subshrub","","","","",""
"23520","PHHA3","Phoradendron hawksworthii","USA (TX)","Dicot","Subshrub, Shrub","","","","",""
"23521","PHJU","Phoradendron juniperinum","USA (AZ, CA, CO, NM, NV, OR, TX, UT)","Dicot","Subshrub, Shrub","","","","",""
"23522","PHLE14","Phoradendron leucarpum","USA (AL, AR, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NM, NY, OH, OK, PA, SC, TN, TX, VA, WV)","Dicot","Subshrub, Shrub","","","","",""
"23523","PHLI4","Phoradendron libocedri","USA (CA, OR)","Dicot","Shrub, Subshrub","","","","",""
"23524","PHMA18","Phoradendron macrophyllum","USA (AZ, CA, NM, TX)","Dicot","Subshrub, Shrub","","","","",""
"23525","PHMAC","Phoradendron macrophyllum ssp. cockerellii","USA (TX)","Dicot","Subshrub, Shrub","","","","",""
"23526","PHMAM2","Phoradendron macrophyllum ssp. macrophyllum","USA (AZ, CA, NM)","Dicot","Subshrub, Shrub","","","","",""
"23527","PHPA17","Phoradendron pauciflorum","USA (AZ, CA)","Dicot","Shrub, Subshrub","","","","",""
"23528","PHRU","Phoradendron rubrum","USA (FL)","Dicot","Subshrub, Shrub","","","","",""
"23529","PHTO2","Phoradendron tomentosum","USA (LA, MS, OK, TX)","Dicot","Subshrub, Shrub","","","","",""
"23530","PHVI9","Phoradendron villosum","USA (CA, OR)","Dicot","Subshrub, Shrub","","","","",""
"23531","PHORM","Phormium","USA (HI)","Monocot","","","","","",""
"23532","PHTE8","Phormium tenax","USA (HI)","Monocot","Subshrub, Forb/herb","","","","",""
"23533","PHOTI","Photinia","USA (AL, CA, CT, DC, DE, GA, HI, LA, MS, NJ, NY, PA)","Dicot","","","","","",""
"23534","PHDA5","Photinia davidiana","USA (CA, HI)","Dicot","Shrub, Tree","","","","",""
"23535","PHGL17","Photinia glabra","USA (LA)","Dicot","Shrub","","","","",""
"23536","PHSE17","Photinia serratifolia","USA (AL, GA, LA, MS)","Dicot","Tree","","","","",""
"23537","PHVI81","Photinia villosa","USA (CT, DC, DE, NJ, NY, PA)","Dicot","Tree, Shrub","","","","",""
"23538","PHRAG","Phragmites","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)","Monocot","","","","","",""
"23539","PHAU7","Phragmites australis","USA (AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY), USA+ (PR), CAN (AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK)","Monocot","Subshrub, Shrub, Graminoid","White","Green","Coarse","White","Erect"
"23540","PHAUA6","Phragmites australis ssp. americanus","USA (AZ, CA, CO, CT, DE, IA, ID, IL, IN, KS, MA, MD, ME, MI, MN, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OK, OR, RI, SD, UT, VA, VT, WA, WI, WY), CAN (AB, BC, MB, NB, NS, NT, ON, PE, QC, SK)","Monocot","Graminoid","","","","",""
"23541","PHAUA8","Phragmites australis ssp. americanus × ssp. australis","USA (NY)","Monocot","Subshrub, Shrub, Graminoid","","","","",""
"23542","PHAUA7","Phragmites australis ssp. australis","USA (CA, CT, DE, IA, ID, IL, IN, LA, MA, MD, ME, MN, NC, NE, NH, NJ, NV, NY, OH, OR, PA, RI, SC, TX, UT, VA, VT, WA, WI, WY), CAN (AB, BC, MB, NB, NF, NS, ON, QC, SK)","Monocot","Graminoid","","","","",""
"23543","PHAUB2","Phragmites australis ssp. berlandieri","USA (AL, AZ, CA, FL, LA, NM, TX), USA+ (PR)","Monocot","Graminoid","","","","",""
"23544","PHRYM","Phryma","USA (AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (MB, NB, ON, QC)","Dicot","","","","","",""
"23545","PHLE5","Phryma leptostachya","USA (AL, AR, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY), CAN (MB, NB, ON, QC)","Dicot","Forb/herb","","","","",""
"23546","PHYLA","Phyla","USA (AL, AR, AZ, CA, CO, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MD, MI, MN, MO, MS, NC, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UM, UT, VA, WI, WV, WY), USA+ (PR, VI), CAN (ON)","Dicot","","","","","",""
"23547","PHCA49","Phyla canescens","USA (CA)","Dicot","Forb/herb","","","","",""
"23548","PHCU3","Phyla cuneifolia","USA (AZ, CA, CO, IL, IN, KS, LA, MO, NE, NM, OK, SD, TX, UT, WY)","Dicot","Subshrub, Forb/herb","","","","",""
"23549","PHDU4","Phyla dulcus","USA (FL), USA+ (PR)","Dicot","Shrub","","","","",""
"23550","PHFR11","Phyla fruticosa","USA (FL, LA, TX), USA+ (PR, VI)","Dicot","Forb/herb","","","","",""
"23551","PHIN28","Phyla ×intermedia","USA (AR, LA)","Dicot","Forb/herb","","","","",""
