plant_id,name,pattern,color_flower,color_foliage,texture_foliage,color_fruit,shape,url
ERWRM,Eriogonum wrightii var. membranaceum,Dicot,,,,,,NULL
ERWRN,Eriogonum wrightii var. nodosum,Dicot,,,,,,NULL
ERWRO,Eriogonum wrightii var. olanchense,Dicot,,,,,,NULL
ERWRP,Eriogonum wrightii var. pringlei,Dicot,,,,,,NULL
ERWRS,Eriogonum wrightii var. subscaposum,Dicot,,,,,,http://plants.usda.gov/gallery/standard/erwrs_001_shp.jpg
ERWRT2,Eriogonum wrightii var. trachygonum,Dicot,,,,,,NULL
ERWRW,Eriogonum wrightii var. wrightii,Dicot,,,,,,NULL
ERYNG,Eryngium,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eryng_001_shp.jpg
ERYSI,Erysimum,Dicot,,,,,,NULL
ERYTH,Erythrina,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/eryth_001_pvp.jpg
ERYTH3,Erythronium,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/eryth3_001_pvp.jpg
ERYTH4,Erythranthe,Dicot,,,,,,NULL
ERYU,Eryngium yuccifolium,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eryu_001_shp.jpg
ERYU2,Erigeron yukonensis,Dicot,,,,,,NULL
ERYUS,Eryngium yuccifolium var. synchaetum,Dicot,,,,,,NULL
ERYUY,Eryngium yuccifolium var. yuccifolium,Dicot,,,,,,NULL
ERZI,Eriogonum zionis,Dicot,,,,,,NULL
ERZI2,Ericameria zionis,Dicot,,,,,,NULL
ERZIC,Eriogonum zionis var. coccineum,Dicot,,,,,,NULL
ERZIZ,Eriogonum zionis var. zionis,Dicot,,,,,,NULL
ERZO,Erigeron zothecinus,Dicot,,,,,,NULL
ESAL,Escobaria albicolumnaria,Dicot,,,,,,NULL
ESAL2,Escobaria alversonii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/esal2_001_shp.jpg
ESBE,Esenbeckia berlandieri,Dicot,,,,,,NULL
ESCA,Eschscholzia caespitosa,Dicot,,,,,,http://plants.usda.gov/gallery/standard/esca_001_shp.jpg
ESCA2,Eschscholzia californica,Dicot,Orange,Green,Medium,Brown,Erect,http://plants.usda.gov/gallery/standard/esca2_001_shp.jpg
ESCAC,Eschscholzia californica ssp. californica,Dicot,,,,,,NULL
ESCAL,Escallonia,Dicot,,,,,,NULL
ESCAM,Eschscholzia californica ssp. mexicana,Dicot,,,,,,http://plants.usda.gov/gallery/standard/escam_001_shp.jpg
ESCHS,Eschscholzia,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eschs_001_shp.jpg
ESCOB,Escobaria,Dicot,,,,,,NULL
ESDA,Escobaria dasyacantha,Dicot,,,,,,NULL
ESDAC,Escobaria dasyacantha var. chaffeyi,Dicot,,,,,,NULL
ESDAD,Escobaria dasyacantha var. dasyacantha,Dicot,,,,,,NULL
ESDU,Escobaria duncanii,Dicot,,,,,,NULL
ESEM,Escobaria emskoetteriana,Dicot,,,,,,NULL
ESENB,Esenbeckia,Dicot,,,,,,NULL
ESGL,Eschscholzia glyptosperma,Dicot,,,,,,http://plants.usda.gov/gallery/standard/esgl_001_shp.jpg
ESGU,Escobaria guadalupensis,Dicot,,,,,,NULL
ESHE,Escobaria hesteri,Dicot,,,,,,NULL
ESHY,Eschscholzia hypecoides,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eshy_001_shp.jpg
ESLE,Eschscholzia lemmonii,Dicot,,,,,,NULL
ESLEK,Eschscholzia lemmonii ssp. kernensis,Dicot,,,,,,NULL
ESLEL,Eschscholzia lemmonii ssp. lemmonii,Dicot,,,,,,NULL
ESLO,Eschscholzia lobbii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eslo_001_shp.jpg
ESMI,Eschscholzia minutiflora,Dicot,,,,,,http://plants.usda.gov/gallery/standard/esmi_001_shp.jpg
ESMI2,Escobaria minima,Dicot,,,,,,NULL
ESMI3,Escobaria missouriensis,Dicot,,,,,,http://plants.usda.gov/gallery/standard/esmi3_001_shp.jpg
ESMIC2,Eschscholzia minutiflora ssp. covillei,Dicot,,,,,,NULL
ESMIM3,Eschscholzia minutiflora ssp. minutiflora,Dicot,,,,,,NULL
ESMIT,Eschscholzia minutiflora ssp. twisselmannii,Dicot,,,,,,NULL
ESOR,Escobaria orcuttii,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/esor_001_pvp.jpg
ESOR2,Escobaria organensis,Dicot,,,,,,NULL
ESORK,Escobaria orcuttii var. koenigii,Dicot,,,,,,NULL
ESORM,Escobaria orcuttii var. macraxima,Dicot,,,,,,NULL
ESORO,Escobaria orcuttii var. orcuttii,Dicot,,,,,,NULL
ESPA,Eschscholzia parishii,Dicot,,,,,,NULL
ESPA3,Eschscholzia papastillii,Dicot,,,,,,NULL
ESRA,Eschscholzia ramosa,Dicot,,,,,,http://plants.usda.gov/gallery/standard/esra_001_shp.jpg
ESRH,Eschscholzia rhombipetala,Dicot,,,,,,NULL
ESRO,Escobaria robbinsiorum,Dicot,,,,,,NULL
ESRU4,Escallonia rubra,Dicot,,,,,,http://plants.usda.gov/gallery/standard/esru4_001_shp.jpg
ESRUM,Escallonia rubra var. macrantha,Dicot,,,,,,http://plants.usda.gov/gallery/standard/esrum_001_shp.jpg
ESSA,Escobaria sandbergii,Dicot,,,,,,NULL
ESSN,Escobaria sneedii,Dicot,,,,,,NULL
ESSNL,Escobaria sneedii var. leei,Dicot,,,,,,http://plants.usda.gov/gallery/standard/essnl_001_shp.jpg
ESSNS,Escobaria sneedii var. sneedii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/essns_001_shp.jpg
ESTU,Escobaria tuberculosa,Dicot,,,,,,NULL
ESTUT,Escobaria tuberculosa,Dicot,,,,,,NULL
ESVI,Escobaria villardii,Dicot,,,,,,NULL
ESVI2,Escobaria vivipara,Dicot,,,,,,http://plants.usda.gov/gallery/standard/esvi2_001_shp.jpg
ESVIA,Escobaria vivipara var. arizonica,Dicot,,,,,,NULL
ESVIB,Escobaria vivipara var. bisbeeana,Dicot,,,,,,NULL
ESVIB2,Escobaria vivipara var. buoflama,Dicot,,,,,,NULL
ESVID,Escobaria vivipara var. deserti,Dicot,,,,,,NULL
ESVIK,Escobaria vivipara var. kaibabensis,Dicot,,,,,,NULL
ESVIN,Escobaria vivipara var. neomexicana,Dicot,,,,,,NULL
ESVIR,Escobaria vivipara var. radiosa,Dicot,,,,,,http://plants.usda.gov/gallery/standard/esvir_001_shp.jpg
ESVIR2,Escobaria vivipara var. rosea,Dicot,,,,,,http://plants.usda.gov/gallery/standard/esvir2_001_shp.jpg
ESVIV,Escobaria vivipara var. vivipara,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/esviv_001_pvp.jpg
ETCE,Etlingera cevuga,Monocot,,,,,,NULL
ETLIN,Etlingera,Monocot,,,,,,NULL
EUAA,Euphorbia aaron-rossii,Dicot,,,,,,NULL
EUAE3,Euphrasia í„aequalis,Dicot,,,,,,NULL
EUAG,Euphorbia agraria,Dicot,,,,,,NULL
EUAL13,Euonymus alatus,Dicot,,,,,,NULL
EUAL2,Eupatorium album,Dicot,,,,,,NULL
EUAL3,Eupatorium altissimum,Dicot,,,,,,NULL
EUAL6,Eulophia alta,Monocot,,,,,,NULL
EUALA,Eupatorium album var. album,Dicot,,,,,,NULL
EUALA2,Euonymus alatus var. alatus,Dicot,,,,,,NULL
EUALA3,Euonymus alatus var. apterus,Dicot,,,,,,NULL
EUALS,Eupatorium album var. subvenosum,Dicot,,,,,,NULL
EUAM9,Euonymus americanus,Dicot,,,,,,NULL
EUAN3,Euphorbia antisyphilitica,Dicot,,,,,,http://plants.usda.gov/gallery/standard/euan3_001_shp.jpg
EUAN4,Eupatorium anomalum,Dicot,,,,,,NULL
EUAP,Eugenia apiculata,Dicot,,,,,,NULL
EUAT5,Euonymus atropurpureus,Dicot,,,,,,NULL
EUATA2,Euonymus atropurpureus var. atropurpureus,Dicot,,,,,,NULL
EUATC2,Euonymus atropurpureus var. cheatumii,Dicot,,,,,,NULL
EUAV,Eurybia avita,Dicot,,,,,,NULL
EUAX,Eugenia axillaris,Dicot,,,,,,NULL
EUBA3,Eucnide bartonioides,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/euba3_001_pvp.jpg
EUBAB,Eucnide bartonioides var. bartonioides,Dicot,,,,,,NULL
EUBAE,Eucnide bartonioides var. edwardsiana,Dicot,,,,,,NULL
EUBI2,Euphorbia bicolor,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eubi2_001_shp.jpg
EUBI3,Euphorbia bifurcata,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eubi3_001_shp.jpg
EUBI4,Euphorbia bilobata,Dicot,,,,,,NULL
EUBO2,Eucalyptus botryoides,Dicot,,,,,,NULL
EUBOT,Eubotrys,Dicot,,,,,,NULL
EUBR,Euphorbia brachycera,Dicot,,,,,,NULL
EUBR12,Eucephalus breweri,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/eubr12_001_pvp.jpg
EUBR13,Eucephalus brickellioides,Dicot,Purple,Green,Fine,Brown,Erect,NULL
EUBR2,Eucalyptus bridgesiana,Dicot,,,,,,NULL
EUBU5,Euonymus bungeanus,Dicot,,,,,,NULL
EUCA2,Eucalyptus camaldulensis,Dicot,Yellow,Green,Coarse,Brown,Erect,http://plants.usda.gov/gallery/standard/euca2_001_shp.jpg
EUCA26,Euthamia caroliniana,Dicot,,,,,,NULL
EUCA5,Eupatorium capillifolium,Dicot,,,,,,NULL
EUCA9,Eupatorium cannabinum,Dicot,,,,,,NULL
EUCAL,Eucalyptus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eucal_001_shp.jpg
EUCEP2,Eucephalus,Dicot,,,,,,NULL
EUCH,Eucrypta chrysanthemifolia,Dicot,,,,,,NULL
EUCH11,Eurybia chapmanii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/euch11_001_shp.jpg
EUCH12,Eurybia chlorolepis,Dicot,,,,,,NULL
EUCH13,Euphorbia characias,Dicot,,,,,,NULL
EUCH2,Euphorbia chamaesula,Dicot,,,,,,NULL
EUCH4,Euryops chrysanthemoides,Dicot,,,,,,NULL
EUCH5,Euphorbia chapmanii,Dicot,,,,,,NULL
EUCH9,Eupatorium chapmanii,Dicot,,,,,,NULL
EUCHB,Eucrypta chrysanthemifolia var. bipinnatifida,Dicot,,,,,,NULL
EUCHC,Eucrypta chrysanthemifolia var. chrysanthemifolia,Dicot,,,,,,NULL
EUCHI,Euchiton,Dicot,,,,,,NULL
EUCI80,Eucalyptus cinerea,Dicot,,,,,,NULL
EUCLI,Euclidium,Dicot,,,,,,NULL
EUCNI,Eucnide,Dicot,,,,,,NULL
EUCO10,Euphorbia corollata,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/euco10_001_pvp.jpg
EUCO3,Eucalyptus cornuta,Dicot,,,,,,NULL
EUCO36,Eurybia conspicua,Dicot,,,,,,NULL
EUCO37,Eurybia compacta,Dicot,,,,,,NULL
EUCO4,Eugenia confusa,Dicot,,,,,,NULL
EUCO7,Eupatorium compositifolium,Dicot,,,,,,NULL
EUCO8,Euphorbia commutata,Dicot,,,,,,http://plants.usda.gov/gallery/standard/euco8_001_shp.jpg
EUCR,Eucalyptus crebra,Dicot,,,,,,NULL
EUCR2,Euphorbia crenulata,Dicot,,,,,,NULL
EUCRY,Eucrypta,Dicot,,,,,,NULL
EUCU3,Euphorbia curtisii,Dicot,,,,,,NULL
EUCU9,Euphorbia cuphosperma,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eucu9_001_shp.jpg
EUCY,Euphorbia cyathophora,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eucy_001_shp.jpg
EUCY2,Euphorbia cyparissias,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eucy2_001_shp.jpg
EUDA5,Euphorbia davidii,Dicot,,,,,,NULL
EUDE,Eucalyptus deanei,Dicot,,,,,,NULL
EUDE10,Euphorbia dendroides,Dicot,,,,,,NULL
EUDE2,Eucalyptus deglupta,Dicot,,,,,,NULL
EUDE4,Euphorbia dentata,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eude4_001_shp.jpg
EUDED,Euphorbia dentata var. dentata,Dicot,,,,,,NULL
EUDEL,Euphorbia dentata var. lasiocarpa,Dicot,,,,,,NULL
EUDI16,Eurybia divaricata,Dicot,,,,,,NULL
EUDI5,Euphorbia discoidalis,Dicot,,,,,,NULL
EUDI8,Eustachys distichophylla,Monocot,,,,,,NULL
EUDI9,Euphrasia disjuncta,Dicot,,,,,,NULL
EUDU6,Eutrochium dubium,Dicot,,,,,,NULL
EUED,Eutrema edwardsii,Dicot,,,,,,NULL
EUEL2,Eucephalus elegans,Dicot,,,,,,NULL
EUEN,Eucephalus engelmannii,Dicot,White,Green,Coarse,Brown,Erect,http://plants.usda.gov/gallery/pubs/euen_001_pvp.jpg
EUEP,Euphorbia epithymoides,Dicot,,,,,,NULL
EUER2,Euphorbia eriantha,Dicot,,,,,,NULL
EUER7,Eurybia eryngiifolia,Dicot,,,,,,http://plants.usda.gov/gallery/standard/euer7_001_shp.jpg
EUES,Euphorbia esula,Dicot,,,,,,NULL
EUESE,Euphorbia esula var. esula,Dicot,,,,,,NULL
EUESU,Euphorbia esula var. uralensis,Dicot,,,,,,NULL
EUEU7,Euonymus europaeus,Dicot,,,,,,NULL
EUEX3,Euphorbia exigua,Dicot,,,,,,NULL
EUEX4,Euphorbia exstipulata,Dicot,,,,,,http://plants.usda.gov/gallery/standard/euex4_001_shp.jpg
EUEX5,Eustoma exaltatum,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/euex5_001_pvp.jpg
EUEX6,Euphorbia exserta,Dicot,,,,,,NULL
EUEXE2,Eustoma exaltatum ssp. exaltatum,Dicot,,,,,,NULL
EUEXR,Eustoma exaltatum ssp. russellianum,Dicot,,,,,,http://plants.usda.gov/gallery/standard/euexr_001_shp.jpg
EUFA2,Euphorbia falcata,Dicot,,,,,,NULL
EUFI14,Eutrochium fistulosum,Dicot,,,,,,NULL
EUFL3,Eustachys floridana,Monocot,,,,,,NULL
EUFL4,Euphorbia floridana,Dicot,,,,,,NULL
EUFO3,Eugenia foetida,Dicot,,,,,,NULL
EUFO5,Euonymus fortunei,Dicot,,,,,,NULL
EUFOF,Euonymus fortunei var. fortunei,Dicot,,,,,,NULL
EUFOR2,Euonymus fortunei var. radicans,Dicot,,,,,,NULL
EUFU3,Eurybia furcata,Dicot,,,,,,NULL
EUGA2,Euthamia galetorum,Dicot,,,,,,NULL
EUGA7,Euphorbia í„gayeri,Dicot,,,,,,NULL
EUGEN,Eugenia,Dicot,,,,,,NULL
EUGL,Eucalyptus globulus,Dicot,White,Gray-Green,Coarse,Black,Erect,http://plants.usda.gov/gallery/pubs/eugl_001_pvp.jpg
EUGL11,Eucephalus glaucescens,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/eugl11_001_pvp.jpg
EUGL16,Eucalyptus glaucescens,Dicot,,,,,,NULL
EUGL18,Eucephalus glabratus,Dicot,,,,,,NULL
EUGL19,Eurybia glauca,Dicot,Purple,Yellow-Green,Medium,Brown,Erect,NULL
EUGL5,Eustachys glauca,Monocot,,,,,,NULL
EUGL7,Eupatorium glaucescens,Dicot,,,,,,NULL
EUGLG,Eucalyptus globulus ssp. globulus,Dicot,,,,,,NULL
EUGLG2,Eurybia glauca var. glauca,Dicot,,,,,,NULL
EUGLM,Eucalyptus globulus ssp. maidenii,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/euglm_001_pvp.jpg
EUGLP,Eurybia glauca var. pulchra,Dicot,,,,,,NULL
EUGO,Eucalyptus gomphocephala,Dicot,,,,,,NULL
EUGO2,Eucalyptus goniocalyx,Dicot,,,,,,NULL
EUGO4,Eupatorium godfreyanum,Dicot,,,,,,NULL
EUGO5,Eucephalus gormanii,Dicot,,,,,,NULL
EUGR12,Eucalyptus grandis,Dicot,White,Gray-Green,Coarse,Black,Erect,http://plants.usda.gov/gallery/standard/eugr12_001_shp.jpg
EUGR5,Euthamia graminifolia,Dicot,,,,,,NULL
EUGR6,Euphorbia graminea,Dicot,,,,,,NULL
EUGRG,Euthamia graminifolia var. graminifolia,Dicot,,,,,,NULL
EUGRH,Euthamia graminifolia var. hirtipes,Dicot,,,,,,NULL
EUGY,Euthamia gymnospermoides,Dicot,,,,,,NULL
EUGY2,Euchiton gymnocephalus,Dicot,,,,,,NULL
EUHA2,Euphorbia haeleeleana,Dicot,,,,,,NULL
EUHA7,Euonymus hamiltonianus,Dicot,,,,,,NULL
EUHAM2,Euonymus hamiltonianus ssp. maackii,Dicot,,,,,,NULL
EUHAS2,Euonymus hamiltonianus ssp. sieboldianus,Dicot,,,,,,NULL
EUHE10,Eurybia hemispherica,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/euhe10_001_pvp.jpg
EUHE12,Eucalyptus hemiphloia,Dicot,,,,,,NULL
EUHE13,Euphorbia herniarifolia,Dicot,,,,,,NULL
EUHE2,Euphorbia helioscopia,Dicot,,,,,,http://plants.usda.gov/gallery/standard/euhe2_001_shp.jpg
EUHE3,Euphorbia helleri,Dicot,,,,,,NULL
EUHE4,Euphorbia heterophylla,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/euhe4_001_pvp.jpg
EUHE5,Euphorbia hexagona,Dicot,,,,,,http://plants.usda.gov/gallery/standard/euhe5_001_shp.jpg
EUHE9,Eurybia í„herveyi,Dicot,,,,,,NULL
EUHEA,Eucalyptus hemiphloia var. albens,Dicot,,,,,,NULL
EUHI2,Eurytaenia hinckleyi,Dicot,,,,,,NULL
EUHI5,Eurhynchium hians,Moss,,,,,,http://plants.usda.gov/gallery/standard/euhi5_001_shp.jpg
EUHO4,Eurybia horrida,Dicot,,,,,,NULL
EUHU2,Euphrasia hudsoniana,Dicot,,,,,,NULL
EUHUC,Euphrasia hudsoniana var. contracta,Dicot,,,,,,NULL
EUHUR,Euphrasia hudsoniana var. ramosior,Dicot,,,,,,NULL
EUHY,Eupatorium hyssopifolium,Dicot,,,,,,NULL
EUHYC,Eupatorium hyssopifolium var. calcaratum,Dicot,,,,,,NULL
EUHYH,Eupatorium hyssopifolium var. hyssopifolium,Dicot,,,,,,NULL
EUHYL,Eupatorium hyssopifolium var. laciniatum,Dicot,,,,,,NULL
EUIN12,Euchiton involucratus,Dicot,,,,,,NULL
EUIN4,Euphorbia innocua,Dicot,,,,,,NULL
EUIN5,Euphorbia inundata,Dicot,,,,,,NULL
EUIN9,Eurybia integrifolia,Dicot,Purple,Green,Coarse,Brown,Erect,http://plants.usda.gov/gallery/standard/euin9_001_shp.jpg
EUING,Euphorbia inundata var. garrettii,Dicot,,,,,,NULL
EUINI2,Euphorbia inundata var. inundata,Dicot,,,,,,NULL
EUIP,Euphorbia ipecacuanhae,Dicot,,,,,,NULL
EUJA6,Euchiton japonicus,Dicot,,,,,,NULL
EUJA8,Euonymus japonicus,Dicot,,,,,,NULL
EUJO3,Eurybia jonesiae,Dicot,,,,,,NULL
EUKI5,Euonymus kiautschovicus,Dicot,,,,,,NULL
EUKO,Eugenia koolauensis,Dicot,,,,,,NULL
EULA4,Euphorbia lathyris,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/eula4_001_pvp.jpg
EULA7,Eupatorium lancifolium,Dicot,,,,,,NULL
EULA8,Euphorbia lactea,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eula8_001_shp.jpg
EULE,Eupatorium leucolepis,Dicot,,,,,,NULL
EULE14,Eucephalus ledophyllus,Dicot,,,,,,NULL
EULE3,Eupatorium leptophyllum,Dicot,,,,,,NULL
EULE4,Euthamia leptocephala,Dicot,,,,,,NULL
EULEC,Eucephalus ledophyllus var. covillei,Dicot,,,,,,NULL
EULEL,Eupatorium leucolepis var. leucolepis,Dicot,,,,,,NULL
EULEL2,Eucephalus ledophyllus var. ledophyllus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/eulel2_001_pvp.jpg
EULO2,Euphorbia longicruris,Dicot,,,,,,NULL
EULO3,Eucnide lobata,Dicot,,,,,,NULL
EULOP,Eulophia,Monocot,,,,,,NULL
EULU2,Euphorbia lucida,Dicot,,,,,,NULL
EUMA10,Euphorbia macropus,Dicot,,,,,,NULL
EUMA27,Eurybia macrophylla,Dicot,Purple,Dark Green,Coarse,Brown,Erect,NULL
EUMA4,Eucalyptus marginata,Dicot,,,,,,http://plants.usda.gov/gallery/standard/euma4_001_shp.jpg
EUMA8,Euphorbia marginata,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/euma8_001_pvp.jpg
EUMA9,Eutrochium maculatum,Dicot,,,,,,NULL
EUMAB4,Eutrochium maculatum var. bruneri,Dicot,,,,,,NULL
EUMAF3,Eutrochium maculatum var. foliosum,Dicot,,,,,,NULL
EUMAM4,Eutrochium maculatum var. maculatum,Dicot,,,,,,NULL
EUME17,Eurybia merita,Dicot,,,,,,NULL
EUME4,Euphorbia mercurialina,Dicot,,,,,,NULL
EUMI,Eucalyptus microcorys,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/eumi_001_pvp.jpg
EUMI10,Euphrasia micrantha,Dicot,,,,,,NULL
EUMI17,Eurybia mirabilis,Dicot,,,,,,NULL
EUMI2,Eucrypta micrantha,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eumi2_001_shp.jpg
EUMI4,Euphorbia misera,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eumi4_001_shp.jpg
EUMI7,Eupatorium mikanioides,Dicot,,,,,,NULL
EUMI9,Euphorbia milii,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eumi9_001_shp.jpg
EUMO3,Euphrasia mollis,Dicot,,,,,,NULL
EUMO4,Eupatorium mohrii,Dicot,,,,,,NULL
EUMO5,Eucalyptus í„mortoniana,Dicot,,,,,,NULL
EUMU,Euryops multifidus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eumu_001_shp.jpg
EUMY2,Euphorbia myrsinites,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eumy2_001_shp.jpg
EUNE,Eustachys neglecta,Monocot,,,,,,NULL
EUNE2,Euphorbia nephradenia,Dicot,,,,,,NULL
EUNE3,Euphrasia nemorosa,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eune3_001_shp.jpg
EUNO,Eupatorium novae-angliae,Dicot,,,,,,NULL
EUOA,Euphrasia oakesii,Dicot,,,,,,NULL
EUOB4,Euphorbia oblongata,Dicot,,,,,,NULL
EUOB8,Euonymus obovatus,Dicot,,,,,,NULL
EUOC4,Euthamia occidentalis,Dicot,Yellow,Green,Medium,Brown,Erect,NULL
EUOC8,Euonymus occidentalis,Dicot,,,,,,NULL
EUOCO,Euonymus occidentalis var. occidentalis,Dicot,,,,,,NULL
EUOCP2,Euonymus occidentalis var. parishii,Dicot,,,,,,NULL
EUONY2,Euonymus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/euony2_001_shp.jpg
EUPA,Eucalyptus paniculata,Dicot,,,,,,NULL
EUPA13,Euphorbia paralias,Dicot,,,,,,NULL
EUPA22,Eucephalus paucicapitatus,Dicot,,,,,,http://plants.usda.gov/gallery/pubs/eupa22_001_pvp.jpg
EUPA23,Eurybia paludosa,Dicot,,,,,,NULL
EUPA27,Eustachys paspaloides,Monocot,,,,,,NULL
EUPA30,Eupatorium paludicola,Dicot,,,,,,NULL
EUPA4,Euphorbia palmeri,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eupa4_001_shp.jpg
EUPAC,Eustachys paspaloides ssp. caribaea,Monocot,,,,,,NULL
EUPAP,Euphorbia palmeri var. palmeri,Dicot,,,,,,NULL
EUPAS,Euphorbia palmeri var. subpubens,Dicot,,,,,,NULL
EUPAT,Eupatorium,Dicot,,,,,,NULL
EUPE10,Eutrema penlandii,Dicot,,,,,,NULL
EUPE3,Eupatorium perfoliatum,Dicot,,,,,,NULL
EUPE5,Euphorbia peplidion,Dicot,,,,,,NULL
EUPE6,Euphorbia peplus,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eupe6_001_shp.jpg
EUPE9,Eustachys petraea,Monocot,,,,,,http://plants.usda.gov/gallery/pubs/eupe9_001_pvp.jpg
EUPEC,Eupatorium perfoliatum var. colpophilum,Dicot,,,,,,NULL
EUPEP,Eupatorium perfoliatum var. perfoliatum,Dicot,,,,,,NULL
EUPH6,Euonymus phellomanus,Dicot,,,,,,NULL
EUPHO,Euphorbia,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eupho_001_shp.jpg
EUPHR,Euphrasia,Dicot,,,,,,NULL
EUPI,Eucalyptus pilularis,Dicot,,,,,,NULL
EUPI2,Eupatorium pilosum,Dicot,,,,,,NULL
EUPI3,Eupatorium í„pinnatifidum,Dicot,,,,,,NULL
EUPI5,Euphorbia pinetorum,Dicot,,,,,,NULL
EUPL,Euphorbia platyphyllos,Dicot,,,,,,NULL
EUPO,Eucalyptus polyanthemos,Dicot,,,,,,NULL
EUPO5,Euphorbia polyphylla,Dicot,,,,,,NULL
EUPU,Eucalyptus pulverulenta,Dicot,,,,,,NULL
EUPU15,Eurhynchium pulchellum,Moss,,,,,,http://plants.usda.gov/gallery/standard/eupu15_001_shp.jpg
EUPU21,Eutrochium purpureum,Dicot,,,,,,NULL
EUPU4,Euphorbia purpurea,Dicot,,,,,,NULL
EUPU7,Euphorbia pubentissima,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eupu7_001_shp.jpg
EUPU9,Euphorbia pulcherrima,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eupu9_001_shp.jpg
EUPUC,Eutrochium purpureum var. carolinianum,Dicot,,,,,,NULL
EUPUH2,Eutrochium purpureum var. holzingeri,Dicot,,,,,,NULL
EUPUP4,Eutrochium purpureum var. purpureum,Dicot,,,,,,NULL
EURA10,Eurybia radula,Dicot,,,,,,NULL
EURA11,Eurybia radulina,Dicot,,,,,,http://plants.usda.gov/gallery/standard/eura11_001_shp.jpg
EURA14,Eubotrys racemosus,Dicot,,,,,,NULL
EURA2,Euphorbia radians,Dicot,,,,,,NULL
EURA3,Euphrasia randii,Dicot,,,,,,NULL
EURA4,Eucalyptus raveretiana,Dicot,,,,,,NULL
EURE18,Eubotrys recurvus,Dicot,,,,,,NULL
EURE2,Eucalyptus resinifera,Dicot,,,,,,NULL
EURE5,Eustachys retusa,Monocot,,,,,,NULL
EURE7,Eugenia reinwardtiana,Dicot,,,,,,NULL
EURE8,Eupatorium resinosum,Dicot,,,,,,NULL
EURH,Eugenia rhombea,Dicot,White,Green,Coarse,Red,Oval,http://plants.usda.gov/gallery/standard/eurh_001_shp.jpg
EURHY2,Eurhynchium,Moss,,,,,,NULL
EURI10,Euphorbia rigida,Dicot,,,,,,NULL
EURO2,Eucalyptus robusta,Dicot,Yellow,Gray-Green,Coarse,Green,Erect,http://plants.usda.gov/gallery/standard/euro2_001_shp.jpg
EURO3,Euphorbia rosescens,Dicot,,,,,,NULL
EURO4,Eupatorium rotundifolium,Dicot,,,,,,NULL
EURO7,Euphorbia roemeriana,Dicot,,,,,,NULL
EUROC,Eupatorium rotundifolium var. cordigerum,Dicot,,,,,,NULL
EUROO,Eupatorium rotundifolium var. ovatum,Dicot,,,,,,NULL
EUROR,Eupatorium rotundifolium var. rotundifolium,Dicot,,,,,,NULL
EUROS,Eupatorium rotundifolium var. scabridum,Dicot,,,,,,NULL
EURU2,Eucalyptus rudis,Dicot,,,,,,NULL
EURU5,Eucnide rupestris,Dicot,,,,,,NULL
EURYA,Eurya,Dicot,,,,,,NULL
EURYB,Eurybia,Dicot,,,,,,NULL
EURYO,Euryops,Dicot,,,,,,NULL
EURYT,Eurytaenia,Dicot,,,,,,NULL
